adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/einxtkjPUTNo8eqmqLPJL71UVWQ.jpg,[35],822740,fr,Cyrano de Bergerac,"Cyrano de Bergerac is in love with his young cousin, Roxane, but does not dare to confess his love to her. It must be said that Cyrano's prominent nasal appendage attracts him constant mockery, which often forces him to defend his honor with weapons. When Roxane reveals to him that she loves the handsome Christian, a cadet of Gascony like Cyrano, the latter undertakes to take him under his protection. But the young man is cruelly lacking in spirit. It is therefore Cyrano who writes love letters to Roxane in her name, in which he expresses the ardent flame he also feels for his cousin. He even helps Christian to marry his beloved in secret. It is only years later and after having been the victim of an attack that Cyrano, on the verge of death, will finally declare his passion for her.",1.435,/uVq5nAqFs849RRJsOZZoWJAlnvO.jpg,1990-01-01,Cyrano de Bergerac,False,0.0,0
False,,[],794212,fr,Le Photographe,"A complement to the previous film (Numéro 4, 1989) : the fictional hero has the power to stop the projector, returning the cinema to its photographic origins, killing its motion. Having the unfortunate idea of taking his self-portrait, he finds himself caught in a photograph, condemned to live in the fleeting reality of the single frame.",0.6,/f46o5M1IndLKexmyHZWGjH2HeK8.jpg,1990-01-01,The Photographer,False,0.0,0
False,/xQaxWyIvTCuVxp8t8lgtWMslV6d.jpg,[16],697582,fr,Haut pays des neiges,,0.6,/9I2QF4LlfjaUK4WbzzNhdEEDQEt.jpg,1990-01-01,Land of the Snowy Mountains,False,7.0,1
False,,[99],685335,fr,Pour l'amour du stress,,0.6,,1990-01-01,Pour l'amour du stress,False,0.0,0
False,,[99],682151,fr,L'Arbre et le Soleil,"This film is dedicated to Mas-Félipe Delavouët, the poet discovered by Lawrence Durrell, who wrote 14,000 verses in Provençal over a period of thirty years, and who died on November 18, 1990. ""The sky, history and Mediterranean and Provençal myths are the inexhaustable wellspring of this man rooted down there, near Salon-de-Provence"" (J.-D. Pollet).  ""Mas-Félipe Delavouët wrote five books in Provençal, 14,000 verses. A sort of ""Odyssey"". Of myths. What is stunning in him is that he always talks of disappearances. Cities, works, men, writings, television, etc., everything has to disappear. In order to be reborn. No pain. A sort of hand-to-hand of man and nature. During the filming, I would simply throw out some words... For example, one time I said ""creation"" and he said: ""creation doesn't exist..., creation is before me..., I can only read creation""; this sentence describes Delavouët perfectly (J.-D. Pollet, 1989 and 1993).",1.09,/gHT9VJu4MVljw1LAvXPqbw7bZNa.jpg,1990-01-01,L'Arbre et le Soleil,False,0.0,0
False,,"[99, 10402]",675466,fr,Au chic Resto Pop,"In a poor eastern quarter of Montreal, a restaurant is dedicated for the poors only: le Chic Resto Pop. It used the surplus of some merchants to offer cheap meals. The young people who work there for free get a lot of satisfaction in their work in spite of the difficulties. The movie is build around six songs written by them.",0.6,/c7IB2FBiAdkxvtu3S9zeR0BHQOU.jpg,1990-01-01,Au chic Resto Pop,False,0.0,0
False,,[],669229,fr,Couple représenté en Mars et Vénus,,0.6,/m5qnMIkRUisPVkTbsIwAXI5Mwuo.jpg,1990-01-01,Couple représenté en Mars et Vénus,False,0.0,0
False,/arFdGR7h2kvaaKQoq72bjXQJf0R.jpg,"[16, 10402]",627151,fr,"Ça va, ça va",,0.6,/eLX0J9rBb4tAzL3dapntNKV6BeG.jpg,1990-01-01,"Ça va, ça va",False,8.5,2
False,,[],617824,fr,Au Mexique,"Premonition of urban chaos from the images, a counter-reading of the picturesque and a rabidly cosmopolitan vision of the city.",0.6,/lQff2FKsjVmXbW3oaiFrDF74N9A.jpg,1990-01-01,In Mexico,False,0.0,0
False,,[],607212,fr,Tulipes Aquatiques,,0.6,,1990-01-01,Tulipes Aquatiques,False,0.0,0
False,,[],601225,fr,Clônes,"In association with Yves Pelissier Inserts: P.Coeuru and P.Clémenti. Assembly of shots on body and pre-existent images, on the notion of male doubles. Electroacoustic music.",0.6,,1990-01-01,Clônes,False,0.0,0
False,,[],575208,fr,Une partie de campagne,,0.673,/8O2Rr7arDY6WCuRwHVY3Ita5Neq.jpg,1990-01-01,Une partie de campagne,False,0.0,0
False,,[],569198,fr,Study #15,"Each film in this series has been created for a musical score, pre-existing or composed specifically for the project. By way of explanation, the music is often put on a film after it is finished, but in this case the film images and rhythms come from the music. Thus allowing the score to be a sort of script for the film.",0.6,/iAoApvhHvZINwrXlFgvr7eB3LZ9.jpg,1990-01-01,Study #15,False,0.0,0
False,,[],569193,fr,Expo Val '90,,0.6,/hw4mtvquKHY9OspEvX9mZ3xhPrz.jpg,1990-01-01,Expo Val '90,False,0.0,0
False,,[],569192,fr,On Edge... 2,,0.6,,1990-01-01,On Edge... 2,False,0.0,0
False,,[],569152,fr,Hambourg,,0.6,/lA65y8FGm3imubx0U06EVlGIukD.jpg,1990-01-01,Hambourg,False,0.0,0
False,,[],569148,fr,S......elle,,0.6,/crrdWiqStabHgdagn4QFYtzEGue.jpg,1990-01-01,S......elle,False,0.0,0
False,/pZ8pFY1ZbDILm3ouEk9QIx5V0yk.jpg,[16],559757,fr,Le balayeur,,0.6,/3fvvNch0WTmzXSBRFP1NKyulGrX.jpg,1990-01-01,The Streetsweeper,False,7.5,2
False,,[],558876,fr,Hostel Party,,1.4,,1990-01-01,Hostel Party,False,0.0,0
False,,[],558223,fr,Lettre d'un cinéaste,,0.6,,1990-01-01,Lettre d'un cinéaste,False,0.0,0
False,,[99],534014,fr,Gosses de Rio,,0.6,/dUjjEUgpDWGfgc7KZYwlpBijDi4.jpg,1990-01-01,Gosses de Rio,False,0.0,0
False,,[18],523591,fr,...Comme un voleur,A garagist must take care of his sick mother and irresponsible brother.,1.09,,1990-01-01,...Comme un voleur,False,0.0,0
False,,[],520181,fr,Pour Concertino,"Sara's bucolic pseudo-portrait, mother of the filmmaker, black and white photography and conceived for her projection in the interpretation of a huge choreographic piece by Catherine Diverrès.",0.6,/lS4xiXGDtaMiHyUFj9jOedbQNK2.jpg,1990-01-01,For Concertino,False,0.0,0
False,,[18],519003,fr,Farendj,A young man travels with his French girlfriend to Ethiopia. Whilst there he discovers a house in which the French poet Rimbaud once lived and he becomes obsessed with finding out more information about him.,0.684,/3gomSgzm0UdHF1riAx8LbDQwZxb.jpg,1990-01-01,Farendj,False,0.0,0
False,,[99],498750,fr,À la recherche de Tadzio,"Whatever became of the actor director Luchino Visconti famously cast as young Tadzio in ""Death in Venice""? Documentary filmmaker Etienne Faure goes looking in this short film first presented at Cannes.",0.6,,1990-01-01,À la recherche de Tadzio,False,0.0,0
False,,[],482686,fr,Cripure,,0.6,/oIaaIm3MIAvvQb5AvUSStCWTsCN.jpg,1990-01-01,Cripure,False,0.0,0
False,,[35],482607,fr,Apostrophons-nous,,0.6,/iUNYAgGvFCd6pRsrVhcs5IEAuP3.jpg,1990-01-01,Apostrophons-nous,False,0.0,0
False,,[],476612,fr,À la recherche du lieu de ma naissance,"Film director Boris Lehman returns to Lausanne, where he was born on 3 March 1944, at the end of the war.",0.6,/fj2cTWY1veLQEX3GJzMQqTTKum7.jpg,1990-01-01,Looking for My Birthplace,False,0.0,0
False,,"[35, 14]",474525,fr,À la rose des vents,,0.6,,1990-01-01,À la rose des vents,False,0.0,0
False,,[18],471194,fr,Yelbeedo,"On their wedding night, a couple rescue a baby from a garbage bin only to adopt it some years later.",1.12,/ao2qxnWSTLCVZijVDDYuPpsippV.jpg,1990-01-01,Yelbeedo,False,5.0,1
False,,[],462594,fr,Le Mariage Blanc,A short film from 1990 by director Christine Carrière,0.84,,1990-01-01,Le Mariage Blanc,False,0.0,0
False,,[99],431656,fr,De mémoire d'eau,,0.6,,1990-01-01,De mémoire d'eau,False,0.0,0
False,,[18],417835,fr,Sans rires,"An old man, former clown, comes back in the neighborhood where he used to lived for the funeral of his ex-wife, and finds old friends with whom he had lost contact.",0.884,/kKj1xe36PaZ87NQCOjJ3wNC2XJt.jpg,1990-01-01,Sans rires,False,0.0,0
False,,"[18, 10770]",400036,fr,Pour un oui ou pour un non,"Two childhood friends who have not seen each other for a long time decide to meet again. They talk and look for what could have caused their estrangement: words pronounced in a certain way, an intonation etc. Very quickly, an argument begins and turns into a settlement of accounts.",0.762,/2gRHipg5uykTYCBWmq8xOM38y33.jpg,1990-01-01,Pour un oui ou pour un non,False,8.3,2
False,,[],372601,fr,Le Baiser,Short film with couples kissing.,0.6,,1990-01-01,Le Baiser,False,0.0,0
False,,"[18, 10749]",268540,fr,Le blé en herbe,"Based on French writer Colette's 1923 novel, Le Blé en herbe focuses on the changing relationship between childhood friends Vinca and Phillipe. Both are on the verge of adulthood and beginning to recognize romantic feelings for one another when Phillipe meets a lascivious, wealthy older woman named Madam Dellaray. He is torn between his innocent but restricting affection for Vinca and satisfaction of his impatient lust for the new and mature world Madam Dellaray offers.",0.84,/2NMTCX7V6WVnN5NnbgrFrJdc5SM.jpg,1990-01-01,The Ripening Seed,False,0.0,0
False,/kLEQLsjCN63wYqHk7ba33xIgjNo.jpg,[35],253734,fr,Les héros sont immortels,A 1990 short film from Alain Guiraudie concerning the conversations of two film makers as they meet each night.,0.6,/vbgKeVicZaribzyIxL2uha6CaYl.jpg,1990-01-01,Heroes Never Die,False,5.0,7
False,,"[18, 14, 878]",226863,fr,Cargo,,1.09,,1990-01-01,Cargo,False,0.0,0
False,,[],172570,fr,"Courtemanche, le Comique qui cartoone",,0.6,/ziDI503guGI0W2BiMFprsiy7KKk.jpg,1990-01-01,"Courtemanche, le Comique qui cartoone",False,8.0,2
False,,[],159374,fr,L'homme au masque d'or,"In San Luis de la Paz, a small and and very poor town in northern Mexico, the priest Father Victorio manages an orphanage with nearly 50 children. He does wrestling, disguised with a golden mask, to get some money for the children. His dream of reconstruct the town begins to see a light when he is invited to become a professional wrestler",1.194,/fsO3xCxsXqd6JDQI1Q9erUNQhMc.jpg,1990-01-01,L'homme au masque d'or,False,4.3,3
False,/agdfx7q73mdEcVZR1AMbCpk4C4Z.jpg,[35],108521,fr,Fierrot le pou,"A young man shoots hoops in an empty gym. He misses constantly. At the other end of the court, a young woman arrives and starts warming up. She rarely misses. He's white, she's black. From time to time, she glances at him and smiles. He's fully aware of her presence and of his lack of talent. Is there any way he can impress her? His imagination takes over.",1.659,/iWPWhTdrwyXGWiDqn4QIQQRmU3x.jpg,1990-01-01,Fierrot le pou,False,5.4,28
False,,[18],48774,fr,Mes parents un jour d'été,"A man and his wife are having a holiday alone in their country house. The husband takes long rides on his bike while his wife is doing groceries and preparing meals. During a hike together, the woman considering pushing her husband off a cliff.",0.994,/yHrk4ZOilR2NM70l9UbuoEHWcG5.jpg,1990-01-01,My Parents on a Summer Day,False,4.5,5
False,/qaAqpQ4bOHVz3y2JtAymqfvuKT8.jpg,"[35, 28, 16]",35829,fr,Gisèle Kérozène,"Three witches worship a bird statue in a postmodern city. When Gisèle Kerozene comes and steals it, the three witches jump on their brooms and initiate a hilarious chase.",1.925,/9XrFxCaBwyOxlP9sbFU2nZbiPyZ.jpg,1990-01-01,Gisèle Kérozène,False,5.7,32
False,,[18],271960,fr,Sango Malo,Directed by Bassek Ba Kobhio.,0.6,/modYfpUY5ycPsifnW87sPcZfdRK.jpg,1990-01-02,Sango Malo,False,5.0,4
False,,[99],271728,fr,Le dernier des Babingas,In the equatorial forest of Congo Brazzaville and the Central African Republic pygmies live. Over-exploitation and waste of resources have had a significant impact on the lives of Pygmies. The story is based on Mangala an old and wise voice of these disappearing people.,0.6,,1990-01-02,The Last of the Babingas,False,4.0,1
False,,[],570211,fr,Bal perdu,Ten people are gathered in a castle to shoot a film about the French Revolution. The filming turns out to be a sociological study.,0.6,,1990-01-03,Bal perdu,False,0.0,0
False,/orrxA9LDJm6hN6o0eF5CdCElDzE.jpg,[18],128776,fr,La Vengeance d'une femme,"Suzy, a beautiful woman, is coming back to Paris to attend the funeral of her lover, a married man. Cecile, his wife, is holding Suzy responsible for his suicide. By finding Suzy in Paris, Cecile is trying to seek the truth by playing a psychological game on her.",0.95,/gfuFIlQMXktxfEmZYuBNHRWz1ea.jpg,1990-01-10,A Woman's Revenge,False,5.2,8
False,,"[12, 35, 18, 10749]",66445,fr,Monsieur,"The adventures of Monsieur, a polite young man who is brilliant at ping-pong, who lives with his fiancée's parents and who, pursued by a neighbor, tries to escape the world and people until the day he falls in love...",0.6,,1990-01-15,Monsieur,False,5.5,2
False,,"[18, 878]",94470,fr,Tom et Lola,"Born with their immune systems damaged, Tom and Lola are doomed to live their lives in isolation, sealed in separate plastic bubbles. However, neither cold urethane nor chillier hospital technicians can keep down the beguiling spirit of these indomitable siblings.",4.197,/cNiJsDJ0PlfkEgS2D9gLTgB35wp.jpg,1990-01-17,Tom and Lola,False,5.2,9
False,/cNvvQUbMAnwTY9nTYjYwxGD4aCg.jpg,"[53, 27, 28]",46959,fr,36.15 code Père Noël,"Thomas, a very intelligent and resourceful child, is left alone with his beloved and fragile granddad on Christmas Eve, when a psychopath dressed as Santa Claus breaks into their mansion and starts chasing them. Thomas will do whatever he can to save himself and his granddad, leaving much of his childhood innocence behind.",8.477,/sFbHQyEmrJeSEFDOCdSybeDYWGY.jpg,1990-01-17,Game Over,False,6.2,80
False,,[],570371,fr,Un amour de trop,"Sandra, a schoolteacher, would like to control every moment of a life she finds too banal. Even if she seems to have found an ideal in love, she takes two lovers, in the person of Pierre, ordinary but in love, and of Blaise a splendid black photographer.",0.6,/rBC5QfDiW5oho15Jiu5mE4DF9wG.jpg,1990-01-24,Sandra,False,0.0,0
False,/tFVhifdPbSBA8j2aXBwrekYv8Xr.jpg,[27],40258,fr,Baby Blood,"A cruel circus owner beats and abuses his pregnant wife. One day the circus receives a leopard newly captured in Africa, but the animal soon dies. However, an evil creature that was inside the leopard bursts out of the animal's body, burrows into the wife's body and takes over her fetus. It soon starts demanding blood, and the woman goes searching for victims for her new ""baby.""",6.524,/hSPq7k7rbxAH7KTVxRmy98OIsq7.jpg,1990-01-24,Baby Blood,False,6.0,56
False,/q5j9eGUnA9LZkasdv0To2DzqEs.jpg,"[35, 18]",1785,fr,Milou en Mai,"An eccentric family is re-united during the 1968 general strike in France, after the death of the grandmother.",7.176,/bnlsDTtlgvTnpLXg8iNav9b0xXE.jpg,1990-01-24,May Fools,False,6.9,71
False,,"[80, 9648, 10770]",356995,fr,Passez une bonne nuit,"The star Barbara Jenkins, after two years of absence, makes her return by honoring the presence of the auction of her costumes in Cannes, for the benefit of the fight against AIDS.",0.6,/tZNc1H2lpkWOMU96LLOTLtJWBA0.jpg,1990-01-27,Have a Nice Night,False,8.9,4
False,,"[18, 10749]",570326,fr,La messe en si mineur,"Friends Philippe and Laurent, a violinist and a cello player, frequently team up to play special gigs. While performing for a wedding, they meet the high-class Sophie. Unfortunately for Sophie and the musicians, both of whom she eventually has relationships with, Sophie has an entirely unscrupulous drug-peddling mother, who will stop at nothing to pursue her plans.",0.932,/3EeFNxmmp3orVqjBTIYHHcrQNU2.jpg,1990-01-31,Mass in C Minor,False,0.0,0
False,,[],568483,fr,Eden miseria,"Danuta Zarasik plays Isabelle Eberhardt in this biographical drama. At the turn of the 20th century, Isabelle fell in love with the African desert, donning men's clothing to travel and record her adventures in writing while her Moslem husband patiently waited at home. This visually stunning feature shows the overwhelming majesty and beauty of the forces of nature. Director Christine Laurent relies upon her expertise as a painter and designer to bring an added dimension of artistic beauty to the film.",0.6,/3WcHfaXpPyxykLmG6jJvBNF4f3J.jpg,1990-01-31,Eden miseria,False,0.0,0
False,/kRWm3YP86L4aHXnnwIxuH8oAptk.jpg,[35],176903,fr,Rendez-vous au tas de sable,"A tow truck driver becomes the impresario, then the singer of a new rock band.",0.935,/goGz6QPOhIXYVbn1kbnLYjDHPJX.jpg,1990-01-31,Rendez-vous au tas de sable,False,7.7,3
False,,[],171272,fr,Adrénaline,"""Adrénaline"" proposes a string of short surrealist films presenting at various levels an interesting mix of mild gore, cynical humor and absurd surrealism.",0.716,/1uZ1dVfutxL25snyOAhHGpWka3o.jpg,1990-01-31,Adrenaline,False,5.9,6
False,/7I4jfVeUEGVkZ8T0bU3PUj8YGRF.jpg,[18],66584,fr,Le party,"At a maximum security prison, there is preparation for the annual party where entertainers and strippers are scheduled to perform. But not everyone is having fun. A man is sent to solitary, his wife has a nervous breakdown, and a convict prepares to make a daring escape.",1.088,/wotXcRouGGnllmCRTPh3jnkGnRv.jpg,1990-02-02,The Party,False,6.5,8
False,,[99],957183,fr,Rush - Voyage à Moscou,"A document of Perestroika, to be viewed as (nearly) unedited rushes of a voyage to Moscow, preserved by compatriot Costa-Gavras. Says Émilie Cauquy of the French Cinémathèque, ""Astonishing unpublished travel diary, shot by Chris Marker in analog video on the occasion of a screening of L'Aveu in Moscow in 1990 [...] Armed with his camcorder, Marker films and records the comments, takes on the role of contemporary capital according to this unique ethnographic method that he has perfected"".",0.6,/bpS0CaxIijpF2n7LrBQC79VKXM2.jpg,1990-02-03,Rush - Voyage à Moscou,False,0.0,0
False,/1HR3L7rFIdioqqV7pU76ehNlwjr.jpg,[35],497230,fr,La bonne adresse,,0.6,/uhczSH5rhPmRTowTXPk05bgYre8.jpg,1990-02-05,La bonne adresse,False,0.0,0
False,/7evEvxEnHiQr54hmMvQRKAzpJ0D.jpg,"[28, 35]",22240,fr,Ripoux contre Ripoux,"The partners are back and are in a tight spot! Francois is going through a moral crisis, and Rene is experiencing the same. But, honesty is not always the best policy. After being suspended for their actions, they return to face their far more crooked replacements.",5.911,/exiz9yOOHEjdjo36x3Ic4YMSgc8.jpg,1990-02-07,My New Partner II,False,6.0,133
False,,"[35, 18]",613173,fr,"Manuel, le fils emprunté","Juan Alvarez, a Spanish refugee in Canada, shoemaker, picks up at his home Manuel, a 12-year-old Portuguese teenager, whom he teaches to read, to assert his rights and who speaks of the Spanish civil war.",0.708,/6xsUqwrpdyo2mqcEwTtQpPWI2Pp.jpg,1990-02-09,"Manuel, le fils emprunté",False,6.3,3
False,,[35],502611,fr,La menteuse,,1.161,/vq4whGy9jUI07sbXIBgpXNkuHZi.jpg,1990-02-12,La menteuse,False,2.0,1
False,,[],570337,fr,Le silence d'ailleurs,"Most of the characters in this romantic drama are waiting for something. Jeanne is waiting for her husband Francois to return; he abandoned her and their son Christophe a couple of years ago. The boy is waiting for his father, too. Meanwhile, Jeanne's current lover Marcel is waiting for her to come to her senses about the cad who went a way, and recognize the worthiness of his love for her. Finally, the absent husband is also waiting for the right time to make his belated reappearance. All this takes place near the gas station Jeanne runs in a dessicated and remote region in southern France.",0.6,/pklCzkQecGoaSSv54GOTUJZFkaq.jpg,1990-02-14,The Silence Of Elsewhere,False,0.0,0
False,,[18],533907,fr,Maman,"Lulu is released from prison. Determined to fulfill her dream, find her kids, those of her best friend who remained locked up and go very far. The former inmate will do everything to carry out the ""heist"" that will get her the money.",0.6,/iuudIrvDm0CRYcEEhKzO2lYtQDu.jpg,1990-02-14,Maman,False,4.5,2
False,/krSsmEm4J56UYKrxN8WfkD6LCMY.jpg,"[35, 18]",77672,fr,La Baule-les-Pins,"A story is about young teenage girl, with sister and brothers, a pleasant uncle and aunt, an annoying nanny, a young boy interested in kissing her, a close relationship with the imaginary addressee of her daily diary and her parents' disintegrating marriage - all this in a rented house in a summer resort.",5.176,/AjxFVDmOWFbHDmIP93waiFYBBbO.jpg,1990-02-14,C'est La Vie,False,6.2,53
False,,[18],331050,fr,Corps perdus,"Set in Buenos Aires. A man is called upon to identify and evaluate an unfinished and enigmatic painting thought to be the work of the famous painter, Bax. Slowly he finds himself enmeshed in the mysteries of its identification leading him slowly to murder, insanity and death.",1.435,/q2GLgevveisyKcAURgBwxHAvW70.jpg,1990-02-17,Corps perdus,False,5.5,4
False,/dWZrTFnCiXtfZBfDfnMe3dXk1gg.jpg,"[18, 10770]",348077,fr,Julie de Carneilhan,,0.84,/aXx1vPUx9QmSIpy3xTNPyREHB76.jpg,1990-02-20,Julie de Carneilhan,False,0.0,0
False,,"[80, 10770, 18]",840001,fr,Six crimes sans assassins,A legendary police commissioner is at the edge of writing his memoirs when he asked to help out with solving a locked room mystery where two people are found dead in an apartment that was locked from the inside.,0.919,/rCDl9IqLgv58dQptjDOnrh2t7Nk.jpg,1990-02-21,Six crimes sans assassins,False,5.0,2
False,/ciXTaqQgLglDfDB5MIBYZOhMXUs.jpg,"[28, 53]",9322,fr,Nikita,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance – as a secret political assassin controlled by the government.",15.037,/1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg,1990-02-21,La Femme Nikita,False,7.1,1747
False,,"[9648, 80, 53]",443402,fr,Le denier du colt,"Four murders in forty-eight hours happen in Nice. The murderer calls himself ""The Exterminator"" and the police are unable to catch him. Tom Lepski is an insurance detective and he get involved in the investigation when Liza Mendoza, a famous violinist and a friend, is killed just a few minutes before Tom visit her. After another rich woman killing, Tom finds out that all the victims were members of the exclusive Fifty Club. All of them but Lisa.",0.748,/axXBpoWPG5thhFFXshlNwzRl0SW.jpg,1990-02-24,Want to Stay Alive,False,8.3,3
False,,[99],137864,fr,"Jacques Rivette, le veilleur","This film of interviews with the film director Jacques Rivette was produced in collaboration with Serge Daney, film critic from “Cahiers du cinéma”, then of “Liberation”. In the course of their conversations, the two speakers discuss Rivette’s career, his relationships with the other film makers of the new wave, his use of “mise en scene” and his working with actors.",1.014,/lOVSji5ykXUp9sG5h9EqPIoW9BA.jpg,1990-02-24,"Jacques Rivette, the Watchman",False,6.0,4
False,,"[18, 10749]",185972,fr,Le bal du gouverneur,A French civil servant throws The Governor's Party when his daughter comes of age regardless of colonial unrest and her parents' stormy marriage.,0.914,/l3lwWdKdyiiphYKJiG7iqe3pjNm.jpg,1990-02-27,The Governor's Party,False,6.0,1
